CUSTOMER_IDENTIFIER,DATE_LAST_UPDATED,SEX_CODE,INCOME_GROUP_CODE,NUMBER_OF_ACCOUNTS,OCCUPATIONAL_STATUS_CODE,AGE
ID_6d79588abbcf12986598943f6ab4bef3aba6c7d96fa58d2808b7ff5cd8389ebf0ed4ca3fd64f6406819a4a5ed5986a66ae69b6ee94b70f596d44248d4f1f11ab,2022-08,1,9,4,1,48
ID_7ac11c7bd37ec4129cc8d30d5a951212cb326d5201e7e616c56596b860cee55c71d7e47d4ea4ddfe8e78d22f36a178662793f1bcbf97313a01602c17675306a1,2022-08,1,13,9,1,20
ID_852d2d6116455bcbe164f3fa04a94b6bc6401353daac0bdc9df5543889789e15cdede62b95ca308432dbdc3ea9e16761164f860c49a66d4857f7784789923df2,2022-09,0,18,10,1,22
ID_8d776bbc85f97ced7062290e9b0f5c364a9a5468923530bf41bf63609643c125358a2500b43b64281a3fd0301fbfa880e7e6be790d82850fa3aacc78827bfa2f,2022-07,1,3,5,7,64
ID_99015da49806a8696f08f6803016d4a8f545b5cf7e9d985e9929b3928259ad5cc7325c4b688649b3560b66670ae4ecca98553d1b9ae7d9dc9b213b43a54cd63a,2022-07,0,16,6,1,31
ID_9da8ca90987bf37107f7427bb56793a5c7b2e9a3ede4b19b95b25598ccf7b77025af23b78ee468f7574e476e4e96f894187b7415493d94a777d8131c309ab5e2,2022-09,0,14,12,1,40
ID_9eeddec9c9035009b5f1a0047df02425800562a3bdbbb34b501313cca5c4b6f106986a151e0d675f8f315154f0b2450e2b9177eb3d7a35aca282016f11029a42,2022-08,1,10,13,1,52
ID_9f3cbd7906d8845c11c16abf0a6faa7487b0db5d13f918afdcda192cbbdaf1fe5b70a85cbd2f236cf2ad517e6b027905d2212c9de36b2e469f9571f0b7dd8df6,2022-08,1,9,6,1,18
ID_a79a5855bb200819d66fc7bc10106c64ee93e32a8fc62831b79e6786fe976641521308494235d6dbd8714cf6a31ca89146c1c4166672041c11c2972bb582838c,2022-08,1,10,5,1,21
ID_b26d6da6bcfeddba77434e3b4425f5988213cd9f1e46c362d98008386ac634eb5f6cf12a4a74067ced409b8891b96cdfcfa1a68e43731b0b20fcfc871595c5bd,2022-09,0,7,6,1,19
ID_b427f4e1f8172bc97ac50911abd5568e38e859c1731bc066cc66fe1d8f28482ebce03b330dc7e88ae5d0bcd7e30b8612a239b201428eee1884b1890ec9a5961c,2022-08,0,10,13,1,43
ID_bf096aadefdf32fb872ff11da6f7f1a86dfeedabca86579c5ce8007a0a31a3f0bb2fd7ef1b69ebc5c5f596f43ec6b16e05c666887418f200bbd8ceecf141d579,2022-08,0,17,5,2,34
ID_c61ffddda21f983429f83d42baf7482c9bc8749a10e965086783bd539f580ea81bd3addfe7f7b10e3633fd921aa4922469c235243899eeb32604b6a45aac9a32,2022-08,0,9,6,1,38
ID_ce644467726e8993e02b62de8e35d400573f84d4ec0ff46dd7e5696052552e1afe139cad8e26433821bf552e58eb0a3b9d979c243aea978b430bc078a05e382a,2022-08,0,13,10,1,47
ID_d0bcdf3ddef893afacba81b2eeebf9727d3d9d569239eeebc648e9e255611ad93f498cf0dbc887fad197896fe9114fa636c15e5fe5b41b7613101d5dab782a94,2022-09,0,5,9,1,30
ID_d354fd772ad2a657aa416ce426b87d7918f47c4c459eb2eff20c1798c1a8e8122279d909d659d97f549a5361fd782a9ec7f9de53caa6d13e22b0bd868ee07d3b,2022-08,0,18,15,1,41
ID_d76cddbb33ad387596a232bc8357aebf0afc7d2560c1303cf8e64f6833d684438efff67c120b3b97e7e81651fed08d51a22353ea4200104aab12c6b6703a6db0,2022-06,1,13,6,1,41
ID_d979289142be8c9197fafe996c5e52c415206ed559a7a6101b1e01e5f97f648e9a4cbd9dd09ad972fb5b21a1810f1ac7c71fa4e9458efbad4949e5301069c3e3,2022-05,1,15,3,1,28
ID_e08237c9800b4e827a94bf789d622c08943d4df5ba36cb8b3ed8392ccb29d5bb73ed347363a4a318bf6ce4a5568ee69f95ebb2f349be4ea40efa5e3a36be1e05,2022-07,0,6,10,7,70
ID_e6d3f34a1a8c1bb805d015a431c39078207510301493f8ebd60f7ff9c7201cb8126ed2f4a443255807cacafcafaa483c8c7bf625b1ddddc65b2e21a97e72a651,2022-09,0,14,12,1,36
ID_ea941c5abb395f7b1d85e2b2f8ab4492da7241ba28ffba202813be36cc1bc33823e9f8ad0702d72f2660cfeadcaadc0164a60baf8561bc64cc6008fdffda01e4,2022-07,1,15,10,1,38
ID_ec20c65776e9fb6ed3718032246b958c7a1019a352e890766be087135d03ab56a3b0a17c054a234c922de8cd998f621aa14602e3107d421fd11deed7a6f23aad,2022-08,1,8,9,1,44
ID_ede99a2abcae45afc279842f34990a1255d7ded3e7623f5dd1efa50e5d14d5bd00802679bf9d0a0a4cda1aa64c30410296a68706ed2f80f5013390fd5548a753,2022-05,0,17,7,1,32
ID_f089529b47fdf7bb5ccee254e292991a83aaaad2e202455154a8a4cf1f5b26b98cd1419e3b82aaab6c37f33a32a442f26f888e7418ba9a8adbbc2298b822086f,2022-09,0,10,10,1,44
ID_f2cb5cc04848e4e6e61ab6ca1e15afd50113823a6c80bee8465c18a7399bfc310816c07c7f0dbe3d16ced8451271ac20224259172db8945d22ed64f235a73ef6,2022-07,1,13,11,1,52
ID_f3e3b23fc56de31a3853d4e5b285fc76b7748bd7f6ede822885d4c851eb2a8af3383803a2609f433788c3e7912a9d5cb8a89f34336453d6d67bbaec8c37559e6,2022-08,0,9,12,1,46
ID_f583adc13dcef956e8cd4e9e8f1ffa3292ef25a71dfc74f3bb2cf7298ea5ef5c21429e7dee3030e0f55b89a84f57ef2cdb3b05880804bc7676031e893aac5914,2022-07,1,11,6,1,35
ID_04df48200eb1dd75a774c96ba848dad0a5d4d689e267f6b397b906164059871f28370931e7204b40c61af5fc0e4e79b25497b2449bc5f7443031c010e29801a1,2022-03,0,7,5,1,25
ID_0788a449f3522fefad9a664f104c242981b17232c38b0a9852aa8a89819bd6508129c5be76b5494075ff45d0b9f134743e21f8526dd7a9a810b3d746d41ea85f,2022-09,0,9,6,1,32
ID_0e8b1ef1ddeb5dcb2d10a3a9997dab555b0a8cdfc7c7a4c5c998856c436d8d3a42c5f7aeb329feb7fa59be2319d63623de13842bed180b33625cdbe316b0b0d6,2022-09,1,13,13,1,37
ID_0eacdf1d996a4b98aadbdce194d87134c8ef16a52c78235b08863aec28a83c8589d9878e51ee5ca6475bb308238135e7dc982251c7ee2fe64e9e742001e2103b,2022-08,0,13,13,7,64
ID_188ac4b283b28ea52070cd070065c4b6c7b204fcb88208c8d40cdac136e6ec73b642da0e783dddf6a183989b2ab039a7a00ca7275eec9e5c17bff4b7eb94c3fd,2022-05,0,6,8,9,33
ID_1ffabc2336c23bf823d73a004039d561ef0837a93d717227d519046534e64a2fc1bf4438469160e71e5e7a3aecb5440b6a3458bf6d6233366a69c2d45c2d21dc,2022-09,0,14,13,1,29
ID_23f55c06a116f358c9c555c716d020a231af3655c8e71e7b50f4f74511113e421e4b99f7170b7971d8e97ef188f0d87b0ea56c8e023697097d6ec31a9291dc6e,2022-07,1,7,5,6,52
ID_287294cb8c55c90745ba0adab047ddbbe1e24e8a8e9fed74049059ae91fbb1780eaaea081f145372ffde8ea041068baaf4c0e5636cacee85cee062add85af53e,2022-06,1,9,8,1,40
ID_296f983025cc4fb45afe2ad2bf12ad399b4affa6967fabd924cc0247ac243dfd88c5dff35ca830a5bc6a585b0e64dcb709151a27766a10fd972b373252118691,2022-08,0,15,5,1,27
ID_375e91c82108cb402af4ca203791d11e527d5b5bc1ae5942afae872827639fef84065b01f9666e8ed0fd958fb1d5356cd58a09253cfb9f8e69fd64706b82b434,2022-08,0,17,9,1,24
ID_3bf2b4b01d6825063f609d3fa871a0f405cf8f5382124a301fc29bb3e23bfc34ee90b4f02c9b3fde9e8aa32556db8ff1ea905b61cb50a8d3c059a2a96d6dd86b,2022-01,0,13,12,1,45
ID_3cf50642c5235b836ac8fd78fa906b727864c4900b34892bf4d5ce7bb1cbd767b2ce6741d9e8010b442776d738c87fbc513400aa059851a5ea5250c15b35e65e,2022-08,0,13,5,1,36
ID_459190549e8264f215bceac495a6ee4fcdb61896e039851fb27b9f60c9e840c3d99893d56edecb2036c10fda22dfbac32aaf6ba52aa090529db9c3afeb1e7a2a,2022-09,0,8,14,1,31
ID_51ef6e0244f5848e5d9f47e42623cfb20ac207e4c8336fa4126f4efa659857670ae23d86cbee4b332177be5f9ddeda5280220be69983760aaa806805063576ed,2022-08,1,9,8,1,32
ID_570100e7f96e59790d551f5c9848936a1b9202889e93ff101bff30f09c018a366f12285f80c51f91af21e89cd00383cb01c752f02f125ab81e0e5f8879a88952,2022-08,1,7,7,1,32
ID_5b1ac535dfa33c9003e128c4a62807578b1d99f6039adc9b35bf5328510cbbc3a1ab8f8131a4f8d6dcbbc27faa7b298a0424be2304ce8614c794c963ddd93880,2022-09,0,9,10,1,21
ID_5d313deb1c2d25fb7f0515b9564c7caf4f62527918b8208bfd506bf836a4e960ad716e6edbed01ff67426f68d2ff40997eab3698261b4728336abb5016976b2a,2022-08,0,7,5,8,25
ID_5d9541e093cb6d24ba3f8bbc9d8e201de9b3c23c5bc11ad03227366d3d8e81896e57cbd49bf749e9dc33e8f176813e4646144eba6c9ce654690a07b17dbf2528,2022-07,0,6,4,3,34
ID_5e6751bc3e4f6377af44e5ab389b8740459e4778fadf4a7eea192a2065d417aea3ec47273da00a488976e05454d28e2bc7dd97f5aa7ff81b3260d7b4015c82ea,2022-07,1,12,3,1,27
ID_67f3a4599e81fd34993dc28ef4ebf884940614a976758c81954f70013ad7c0caa98abbcb886f3263dd3188c385f3deb351a726c6601664b53add786710219dc8,2022-08,1,15,12,1,32
ID_75d18208eecc694622a51c8c662af303fdad0816d363668ace27898c930a90584300631cc8dc6e7f04c8a88fa842a7cd52895a4d4456cbbf37bac1e214cc5e77,2022-06,0,9,10,1,34
ID_90351b16aac28e6832c2a8da485f614eadb376319e5ddfeac4d381331851539a7cd028c4173ed3d7e45864c38787b041f933f7f873d4de393163474f849b893a,2022-08,0,17,9,1,25
ID_910ea540cad42bc3a65cd9dd8bd702ae6711e1cb3de3490e457fa06d17ee1741fb1b4fe87751637633648c79dbff0819a134875d4550850f10304a80d8d1e26a,2022-07,0,11,7,1,40
ID_9267af03e26300b27728ab6958f1d765642f0701f77b22cfd7cf957968aee416f2b6eee1b32f64d6d3dcc231e393a6f88eddb8c568d46aa1ebb4df92161ca761,2022-09,0,7,7,3,47
ID_9b626738500cf77024508236af3123c00336db870044a4613c7544787448d73c34a392b604602f251d0a65455eadd21798fb2dbc29ce1e45fd1b5fae45366112,2022-08,0,16,5,1,28
ID_9b920533a06ab1a98522864ebc1fbb229e9a231322fb008187ff6e0a3f68e485e4d1d67800e966d72c91f843a874c4d8bdf7117ef8f4a08a25914bffd99eeedc,2022-09,1,6,6,1,27
ID_aaaa537aed0e947341e45dcdb2256f64c4568d491c62129a51f9d6af1c9bd2c75e3a3d84c2cf37f950c332bfe322311916d945bdbd8a452c21be82cd3a1fb3b9,2022-06,0,9,9,1,32
ID_add51b540b47b91814f847ad7948385775fb2f6567bf9b0be523d97326cd113eca943adb9ebd3337a29bdc69fb52b3d8a9b9b1befff495cbfe6259a119dfe19e,2022-09,0,13,12,7,57
ID_b0cb51da7cc7d0e6f24677f659cd283e0ce311c824af46a3ed30f75412c16d40b0b851ec23a7121b7d5b174ddd59291eb5f4c741b2fc43642aa1f713e73b077c,2022-05,0,10,8,1,36
ID_b37c221709a0c3b0d86dce12c5ff86d260e4ff19761b07324ab24b745c8cdb39b3ae15d22515f2edbe0cec720499f63b22fa360c40fce363c486f49828022789,2022-07,0,17,6,1,32
ID_b4fa1ff6ccf5a63fef7de0d6976eb4d0b6d861572d73e829abd97c6f732f107e0e68988403d9f6f403830a4ae35b3be5f59f4b288d0d7395ac42c7c9a0cab571,2022-07,0,12,19,1,32
ID_c90488dd8ba373654c2dcc658f4879236f4a3206e98a7fa8ba31616caf0224ef12f2df47c913a81ca1304ddf4e4f13bd1aa8d0f433c62588bc2a4f44809e771b,2022-08,0,9,12,1,26
ID_ca71d694ebe4286646084f9452450a57b0a9969d9ac6b3c62dc0f13c89cf42f1b92da666ba2a82dc56e0229d7c5081df9baa2614ac7aa3cc670a1f70b3315cde,2022-08,1,7,10,1,46
ID_ce3910abf40325911911d1f4044a8ffba1d9ab5ac4c823261438d01ca03de844bc90b2b991cc8dc0de9addbaabdd8c51045f1780c4662a1f8e49e33bbc8ad04d,2022-07,1,6,8,1,39
ID_cf4fb116d92fc05066cd10516256b63063a7e84d95e71fdeb9a629d4a20a52e59fc3dea8628787f2e5a80316d009bce0a40ba7073329dc795c71433862e225ec,2022-08,0,17,15,1,39
ID_dce23ecda4c93f61c01d4ac2a5afbe4538285849988d4cf870e17724daf1d312d4a66fa55cfef4b4ac0364674e6306d1ad6c0c161f8b3569b247b43a17d5aa6b,2022-08,1,16,6,1,25
ID_dcee3040549456f4f547d7f23f4193682c90eb59708b9201585b968972b13cb7ba99faf1f38204042fd6c00101281fa6a330121d5aabf95bee14cd4c25502ff8,2022-08,0,8,6,1,32
ID_ec289990230e25536f76ae26755714695c48293f70f3a7e1cf41e27aecc21819cfae0a00cbb070eb1c82727ebe1f5dd57874ce552f6f3c40d09ad19bdb0ee42e,2022-08,0,16,7,3,50
ID_fa2effd2f27e2b1d0d01b64c0021e503795a41db36b62f4f28fa4a133fca7cfde36da41112c9aa8bc000fc5720df2ef12fb6f501961f55d363779d47db4ce77e,2022-09,0,13,3,1,20
ID_fe0d43d0dfc959b09f550c5c7aa582e6aaa90e04a844066ef638e64e53e4724ad26afb8a0af896f56a40dd0bbad6bcbcdffbdacbe77bdcddb0d61d36c35b85ba,2022-08,1,15,6,1,44
ID_feb0686d23c3a0c08034421c7bd8ea16c101ba1f24dbeb5edd767f747337963168b5a31e7b11831fd14be209df7c487a9255a37a0efc534eae32d7c22143a533,2022-05,0,15,6,1,24
ID_ff7d0b9be91842aa6343a3cba5bac111a467d514aa687cb3b799ac95033d9a3b738427ad5eb4cf4630d7a8b1e70381c96952371381bb66b5058e06664c584271,2022-09,0,12,13,1,28
ID_ffbf911a29213debeb0aa2178a9271aed1642ee23705602062f2fcaee5df563d09028ec869bf9e5f4ef93f77a2b5962d792d3f0483c8695d0b5d3798f0c0259c,2022-08,0,11,10,1,42
ID_0892b3cb7819185b78b7bf90457bd16e4b483c0668fc5fae8a55f658e452869ff189cb11dcd646f6c2136a247771084eea456f039814d75b345f4ff9a73f49ec,2022-08,0,14,18,1,51
ID_09bc499a2773c47529805e7a8f079d43f9e7944fce814c5fe06fa762ad2fc377d681a2715c9a886ade616a27b22e8ab2d9f9f00776440f50e78ebc1d18b44477,2022-09,1,13,8,1,34
ID_20a564c37bc1b013bf976eb16926c05856a5d4d58aaa5dc9efbc602cf8ee55cd5e30973c81c20b3841d306d72c70792defd0473d1e893700532dfacdf87cfff9,2022-08,0,6,4,1,54
ID_29089001cf8af200a31c4312bb1408a3a568ddcd7cb0f9693fe9998f78940a1da47fd9b6b01b74fc8b7014c588214354e7e28d9f81e752896e6f491ea123855d,2022-08,1,13,14,7,56
ID_3753b1523a14242fbdd67776fa3dcf23cf1943efe05de94f0c2bcee56681ba0ce42f483b7c5e2c334a7b0418586a6549f737a036f7202b40160dfc3ace03e6e7,2022-08,0,7,20,1,24
ID_39f6ce7951f38cbb58d94a4253f3ea8900ec1570fb97bcc7b2f62473de770298eb2feb9b53a71daa2797dfdac3602b1638f6234c69f4d30d6bbce3411978feb4,2022-09,0,11,6,1,43
ID_4800b2c06538f413da58181020b59d6d7793ccf073dc8aa5ef2575038afba6d492f902407d9f72dbc5b46e05f731c84cbbd19381f3204381a8c69c66ceac04dd,2022-07,0,10,5,1,24
ID_483da35fb3377c05a076ac2eff87a630a4e114b6be1b17173627bbe38c5e7b6c62692b784948be5c4feb91f6bb711afa1b48ca29a192f3459c89a7feca1c6900,2022-08,1,8,15,1,28
ID_4ae3e11000f01184da09e73e4817c5ae7d4b78d68183bfce280fd4899abc8528bd4f55b9778b7a4698223ab41fcf56b0e0ece2dbedf235d38fac498b9233ce2d,2022-07,0,16,9,1,32
ID_4fab2506afa10abaa91f01a939621bec12f66a08203f256153a5614e9de8be47bca2ae5e035a0a690d0163e2d9076c7eb778173fd4efb8dc80b212ddf703f480,2022-07,1,6,8,1,37
ID_55239ae89b526b6c6650c340f82c8fe36c0fc1deaeb2a221f2cd7d1759eccf02cdd3a46919a4a1ea81be465fad5978eecc7ec66453de0a08b19bbb344fd2b423,2022-07,0,11,7,1,43
ID_55a7e7545657837da37a13ca1ab6d7ed0a832afd22af246764a9bf2b6e7a025839e5acfbf932f0e2f01ee435c9bae081ef04ff9a6d1fd81aa9ccff20f58f317a,2022-07,1,16,5,1,45
ID_594ce93cb075b2b637253626b9ab5e901215a2ca01a2b28f21efb173d8fb4fd8edc27afe8290624628d3e0d639a7203dd922e3980d839cf3bffd2d40ce4cc8c6,2022-06,1,12,6,3,21
ID_5f3771037108ce97c7481551cc4eb46b336c1de4228bc22fc22de62e505170d85b46d34ba8d2dc9dadb61dddd42c52f56629c2bb0803c8fcdf9a82930a5a8e67,2022-07,0,13,10,1,34
ID_6897068141f2697ef6ab9b18afdbc92e2e6189043623966badd9910346b4c4b4978bd0523121904f3fa6f3000748be3ce86ddf18c8203659fe292a617c619353,2022-09,1,13,4,1,39
ID_693e3bfe9812cbdf6866c6d8d7af8f262ce031ef785630bca1d09fba538c77b234e12542747d17224eb607912c9608dc0a01323a9fc3dbce5cae6da68de68a67,2022-07,1,3,6,4,39
ID_6b2f26edb7819035f711cae2e3dabe446e083bb927d43786a63b2912cd2bac6ce506d5fa39ebf99f21ebb28bb429f0128f0608f3fe48a4db33498d956a0945e9,2022-07,1,15,6,1,25
ID_728b2a09c9e9fe7e9310251845d313be02466db0c98b22d3526a5b2146c49dd9274a4f6c9d4085c8443f027a47a1bde9ca508f4282c9d637b131ff4f562ef66c,2022-09,0,14,8,1,33
ID_7683c386dd175ba44322f601c98d8098c3622c7bb0098609899447be896582d6ec5fccc72652ba1213bcfbb94cd63af99ed7bb8d417d90d46c08acc9041f35b8,2022-09,0,16,13,1,50
ID_7906e8d49af70bed10353a122e0b8f25a8c94e38eb779515e227a5369ce331bc367ca867af4bac32146bbc34d874708dcb9634fb314d2e718712e2db876f58f2,2022-08,1,10,14,7,64
ID_7d91346717686015e3b062728e61fa57e0ab80189a77113f96d98a39526d1a48d65e0453af110d7d94dffb966bc343e495b2a25e619d274a2b23c28c8ed161c4,2022-08,1,14,8,1,38
ID_7e783fcf1636387b59cca2faedbace1ac219358edd5386dfb679e1f9d1831858d54961f1c48c9756e681f5ef05753c0a7a6c7f3f98ec54496321b66662588583,2022-09,0,6,7,1,24
ID_8f35133424e11dc02afa14782a7e0f457a97ad2b9ad3f0d978486d7d93ed3ef3aedd7c246328a7407886559538e0fe3429ee8c935d24cbb362ddff61d6fa5d77,2022-08,0,14,12,1,34
ID_8fd0334bd44a04bca1d7b3ff44edb55e1016850ecf10ab7bb904e1205097dd409a727d94a814a6616c1918da30b37cf9bb9f4972517ced830bf0fea9c6205ac6,2022-08,0,13,8,1,56
ID_9234f1082f29f7d41f482b53a02bd8162bb65f34b5d95f7abf4bd050fc8ac9161e3001934c80633689b059bf83cd109048e4affd830acd9ceef52e427473b380,2022-08,0,6,14,1,33
ID_a53bf70e015a6373c9869dd066ed001a2bf71722a13d65d74c7a30c644f85c6db02f6a16254af87297f1fc4eacdcf6aa93ef4ac14576e8ad491fed6633b20b41,2022-07,1,8,6,1,46
ID_af8c314b81a0df4efb91687492363121a98efce8e16781fd987db11833e1394d331a95df231d45aa171338da4a91585147ab2fbc27f6d5cb8a14714ddf5257b6,2022-09,0,19,7,1,32
ID_b693b40dc9dbe4a6a991024d7cb0c21bb1e5368060406fbadcd38bf37494a2501836f2971308cd60103f3c8858e7bbdf0bcc2e0e95e191c49668d54678b9a926,2022-08,0,11,12,1,28
ID_b7f0b45f92f13786b0d9379e2847b2d00fc2ee8feebedd3f2ce125627f0a60af241147f888cd2ce192b24b7f46fd1a02b09a7e7834ad75a61f6bef2e0b3419f4,2022-07,1,5,8,1,42
ID_b8042730d0e4a955751d89608b2a3cacc331d0928eacbe299c6251d8ce2d7eddf5a86cab491609d640dad65e1e2f5f848696c3cd4763f6460370620cd84f2917,2022-06,1,8,6,7,56
ID_c5c3eb59b97acede6d1c608b1aa7ee6a856745db1f086ee33c49d30f8d424ca94f05bb5b68f2d17d3415fce4bbc687ee2948da13e8eec6c2a7d710e092224b37,2022-08,0,11,9,1,34
ID_c743c898c62541e9a1842aab066de0e897b1f641786d4a1ebcc012d5e5df227d8e6c335cada86780c1cc12a9c66cb9c409519741af661554924d6c09727c71d1,2022-07,1,4,9,7,66
ID_cc89100b630eff663593fbfd397cbe65acb530081705bd3106627176bb2b9d4177301d03a28e2d0480e85efcf9d01c09600b18f3c416982010567bd904f8beb7,2022-08,0,15,15,1,38
ID_cecd35a3e1add332f94f99b5a0ad2a5bd5743287f2245be301c97529c119e9b6038c428489c9b2fac178a169c508c93c3ff1b7c26b3d8de21351398bb3643739,2022-07,1,16,15,1,42
ID_e09741994f6310c87de65eac346e12d02658b0434f96784a9a85d89b639d35a9488c18e321988bf85b4f6dc8940f0530f40090f7697d23f33fd60c7a346b58bf,2022-08,0,18,14,1,62
ID_edd21ef76128a49542a178565e0d620327b900786a4eda7593f578a08117cccb5b390d1e9422fc78af50063e6992c82bed007b3bccb554b06cee9658ea53a9b3,2022-07,1,6,9,6,53
ID_f75733d2a947393c245746c11e6fb4da0ac5e4e0d46e0762ac3b32be2ecadd5f63d2c10a87159d62b2c7c2aef7dc3ff129e46f1ee3c1e44bd1ff722ac1aef4fa,2022-09,1,16,19,1,54
ID_fcfc56e78fdd8e0a80f95da49c64f6a94ed233068dea5547d33221fbcbd6569fd8518fed11f45bbce121459535130c49d40c1afaaf8b688158838fba0475d06d,2022-08,0,16,6,1,34
ID_febaa86ab4241e57e3a551cf13dd2e14cfcfcf4fd29980f45e0c116b53e71980acee80f4ef0974b6d6806d8c8ddafca464e0e10028bafa78b488073d729ecc9e,2022-08,0,15,12,1,51
ID_ff657111d394cb91b1a7da66b11d15bec574dc904397771ffacfac349ac8da94f5a62f78b54df3dc5b12ef4a485dc867449c345feb44d4fc49844f816e45b18f,2022-08,0,8,6,1,22
ID_02e7312c9b1c95480a94756c98e090f1e80a5396e12fdd78305084cb82ea4edd1cbd4dc2c94cb1a88906e85740702eed2338bd9cff7b43480489adfba6b43b70,2022-08,0,14,7,1,29
ID_10f5ecf14ea08f1fcbc5f604afcc2af532d8a907d8cf93ce1880bb41a2313618427d1abc16ed7f8fc3e9cbd6297fd947b201fd8f87b49bfaa173f46e7aa10ab6,2022-07,0,15,19,1,36
ID_196babd0b0cf5b503cde5fedf2d5e6f5fda6a23f292e6d7373067721778d9787c176e6615a6aa235f5692434a1ab51aba563deeddb49895e6d0a89ab01a138bc,2022-08,1,6,12,1,40
ID_1ee52a05e33f6b65f250993a0280e9a31ea712c4a6b2617b4a8da40d68e226ed2554be2262e4b58bf0d5dd3a05fd0af2845ab3662d0d5de7d505ff4051c05759,2022-08,1,13,12,1,23
ID_29634293517f91fa4ad14c2526235a015f168b7c83cb4bcecaafc0861d03040f421488897aebe9f89f26fdb1465c19aa7fcd415b5f5184053bf0651954d93d95,2022-03,0,6,3,1,40
ID_2bd48102b786fa026bd77601ab0936bbc8a6a018ed6a9349e00b704475956744370bbeb12fa0da8d4d3df15926a262d023d900fa9413c6ac6d9e423484a53f25,2022-07,1,16,9,1,58
ID_310bdaa951cf1aff54f52b250fba147644e9c6c12c8af5e305534e608068e655bac1fca08b34329c0fa4ef1bf664f9cb0fdf36c560d521e2a2be405ce65494a3,2022-09,0,6,7,1,58
ID_3b47aefed1dfc99eb288e2be2061d400aeb89cea0d5f5909bb253d71e80852c4bf078d7a474dd0a9ad1c54d2a31365e3e8ea964aac4bfc5a4522db16d8cf1eb8,2022-09,0,14,16,1,24
ID_4393c6585e4b516621a0bd6dbd817ca1944b4be3fe79f182bbc3c62d9c8fd5f1a21fc939f22213c6fa14a6dcf6033ff4e1c3c53916ad1d6d5ba04a7a2a85b97a,2022-08,0,9,4,1,37
ID_486d1ceb147ac73942ae834f0744b20a9bdd9c972bbe04e7f11a588c86d140632344e818e3963e9dd407ff00954d57852266f43362d17e1c856dd7fc95b424b6,2022-09,0,14,14,1,28
ID_4fc91835f9b58d0246781c197c78c9a911174e5bc5b1896b67c05e382796ab0e21792235f7269a365979fef799784679a7fa525cea21ffee2635b64fe9b1385d,2022-07,0,6,4,1,21
ID_62a5e4ec770ff0a4dfd188694793099b31ea269502451cd140ff7b366f3e9cf857bd845a017e071635fc68525c7ee6537754340f40125afed744eeeef3512ffd,2022-08,0,3,4,1,21
ID_642785a5b305c2dcc03e082f5de2a14089fb489eaaf2377c99b02fbca7d785c36318f06bd4a4ce27e0e8073c34c59d3c77a27985dbeff0dc70cef94a2c087566,2022-06,0,13,8,1,45
ID_6649055a1af55a9fd54552ded8a5cc7d31f8c4f78f6bd5ea8bfa0ae43f229bbf4ba0f110ed980e3de9ed917646e017b31df23634bfd158793bf9b8325d966d8b,2022-08,0,10,6,1,37
ID_66fc59eaf37d4b6946188ab509dd6ce64e6c82dbec157ea532af03327afe3650e60a939bfcaae13bf08827ecf9c2ce0fdf1deeb4a375e0e6422badf0992a99f9,2022-06,1,11,11,1,40
ID_6e33bcf5e2b0b977de0dbf60a8c7880922373ce3612889ad7e527f745fcafaa320b90fddf708115cfa044bf01599ba45d877a58881b14e28b58eedfeb9314dac,2022-08,0,18,11,1,42
ID_7c475666cd466ba124c4082660bb243cebf1bfeb77ff54abda079c3880f34d1bf6aac6e55a67c3a8d750ed1fe3e7f365b434bc930a4d95e6d7bed6e6d79e72da,2022-08,0,5,8,1,34
ID_7e5483f6dc91aa05c4afc602b7c0f1949130dac7804a700322f24a19e14b08264dcbb88a8587c0a44efe940eeea68158731cb689f106028d7b258f5494347460,2022-09,0,9,11,1,22
ID_832eda93880a7e838fb922f606132b102e7e6a8d332db68f837c0a0387a7a1677f307181d9a839b91b63362cfd8a60ba8ac1e3be301229df8e49227c56b4db55,2022-06,1,1,5,7,75
ID_85b5f841e609286704e716469228b79cb37370bacde23059a88aacc9abc0f18b7a7ce5d2beb2c3c896c25729e57fd133f3823b0f01dee380d2d9c68c6e28583a,2022-08,0,14,9,1,55
ID_89767230a1ebcdbaa83cddc386111b7df263e9f575a3a824760f104f13b813e72cc6c49b74f4bb27a1fc2704ebd3342f4e307b3ac2a3c804699637dc06105317,2022-08,0,6,14,1,31
ID_8a18afdb204ff3ff719f05e377b72f1de25185cb32bde17e8ed26fdfaa8a235c4dfea8ba1de10c1f60f50728962810a9ea2015644fe8023b3b154be61c0a1663,2022-07,0,8,2,1,29
ID_8d78d15cb88c2805da21585631f598ece22f8af96917f71d2f0b461bbae8429a37e6f960da569ae3e34e929aaf48d6e9b8be34ed8d5b51e564a1bd265922989f,2022-08,0,6,7,1,35
ID_9356d98bb77a8d97503e5df81f5ce8bffaf36fbcae5681ee61431fa07d762328326b8e4333737d964ddd29334738e2c950d570c6a3adbef2d6afcfd5e8a3b65b,2022-09,1,9,8,1,40
ID_94775f8f6d21231cae4853d256f1b4d55bc33a683fe75cf954ca959dea7d91a58f46bb3a315f5026a0cc88615d0cffad754c24f78ae8203e2bd8c04c1b126667,2022-08,0,3,5,1,35
ID_9eef8d2968da4b2753125e2014c959beb904b535a14f691fedd7aea966be75300f4325e60baf4a1b1d54f26e6090af240b0318255eb8ece3792842df2b0bd1a9,2022-09,0,17,6,2,35
